,Loc #,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI,Year,latitude,longitude
0,3163,Camp Mujuk Center,Oct-17,844.00,675.20,,,2020,,
1,3163,Camp Mujuk Center,Nov-17,1048.00,838.40,,,2020,,
2,3163,Camp Mujuk Center,Dec-17,700.00,560.00,,,2020,,
3,3163,Camp Mujuk Center,Jan-18,32.00,25.60,,,2020,,
4,3163,Camp Mujuk Center,Feb-18,238.95,191.15,,,2020,,
5,3163,Camp Mujuk Center,Mar-18,1492.00,1193.60,,,2020,,
6,3163,Camp Mujuk Center,Apr-18,,,,,2020,,
7,3163,Camp Mujuk Center,May-18,788.75,631.00,,,2020,,
8,3163,Camp Mujuk Center,Jun-18,345.00,276.00,,,2020,,
9,3163,Camp Mujuk Center,Jul-18,,,,,2020,,
10,3163,Camp Mujuk Center,Aug-18,,,,,2020,,
11,3163,Camp Mujuk Center,Sep-18,329.00,263.20,5817.70,4654.15,2020,,
12,3163,Camp Mujuk Center,Oct-18,10.00,8.00,,,2020,,
13,3163,Camp Mujuk Center,Nov-18,343.00,274.40,,,2020,,
14,3163,Camp Mujuk Center,Dec-18,836.00,668.80,,,2020,,
15,3163,Camp Mujuk Center,Jan-19,,,, ,2020,,
16,3163,Camp Mujuk Center,Feb-19,,,, ,2020,,
17,3163,Camp Mujuk Center,Mar-19,,,,,2020,,
18,3163,Camp Mujuk Center,Apr-19,,,, ,2020,,
19,3163,Camp Mujuk Center,May-19,,,,,2020,,
20,3163,Camp Mujuk Center,Jun-19,,,,,2020,,
21,3163,Camp Mujuk Center,Jul-19,,,,,2020,,
22,3163,Camp Mujuk Center,Aug-19,,,,,2020,,
23,3163,Camp Mujuk Center,Sep-19,,,1468.85,1175.08,2020,,
24,3163,Camp Mujuk Center,Oct-19,,,,,2020,,
25,3163,Camp Mujuk Center,,,,,,2020,,
26,1127,Road House,May-15,,,,,2020,,
27,1127,Road House,Jun-15,,,,,2020,,
28,1127,Road House,Jul-15,,,,,2020,,
29,1127,Road House,Aug-15,,,,,2020,,
30,1127,Road House,Sep-15,2499.75,1999.80,2499.75,1999.80,2020,,
31,1127,Road House,Oct-15,664.48,758.40,,,2020,,
32,1127,Road House,Nov-15,2375.49,2091.80,,,2020,,
33,1127,Road House,Dec-15,1066.00,852.80,,,2020,,
34,1127,Road House,Jan-16,2293.64,875.20,,,2020,,
35,1127,Road House,Feb-16,10358.82,7571.85,,,2020,,
36,1127,Road House,Mar-16,14303.32,11041.60,,,2020,,
37,1127,Road House,Apr-16,"3,961.36","3,276.00",,,2020,,
38,1127,Road House,May-16,"4,516.04","4,191.20",,,2020,,
39,1127,Road House,Jun-16,"17,113.31","16,008.40",,,2020,,
40,1127,Road House,Jul-16,"6,176.65","3,540.00",,,2020,,
41,1127,Road House,Aug-16,"6,291.27","4,649.60",,,2020,,
42,1127,Road House,Sep-16,"3,710.13","5,741.45","68,243.23","60,598.30",2020,,
43,1127,Road House,Nov-16,"2,851.92","2,982.75",,,2020,,
44,1127,Road House,Dec-16,"11,259.97","7,028.95",,,2020,,
45,1127,Road House,Jan-17,"8,183.80","6,547.05",,,2020,,
46,1127,Road House,Feb-17,"3,458.07","1,968.00",,,2020,,
47,1127,Road House,Mar-17,"16,111.58","12,285.50",,,2020,,
48,1127,Road House,Apr-17,"13,435.79","11,106.80",,,2020,,
49,1127,Road House,May-17,"10,766.57","8,229.60",,,2020,,
50,1127,Road House,Jun-17,"2,589.50","2,071.60",,,2020,,
51,1127,Road House,Jul-17,"7,855.00","6,284.00",,,2020,,
52,1127,Road House,Aug-17,"11,401.90","9,121.50",,,2020,,
53,1127,Road House,Sep-17,"8,676.80","6,941.45","1,13,431.99","84,892.65",2020,,
54,1127,Road House,Oct-17,"3,382.00","2,705.60",,,2020,,
55,1127,Road House,Nov-17,"1,130.00",904.00,,,2020,,
56,1127,Road House,Dec-17,"2,106.00","1,684.80",,,2020,,
57,1127,Road House,Jan-18,"8,289.00","6,631.20",,,2020,,
58,1127,Road House,Feb-18,"1,592.55","1,274.05",,,2020,,
59,1127,Road House,Mar-18,"1,657.00","1,325.60",,,2020,,
60,1127,Road House,Apr-18,"10,128.25","8,102.60",,,2020,,
61,1127,Road House,May-18,"6,475.00","5,180.00",,,2020,,
62,1127,Road House,Jun-18,"1,801.20","1,440.95",,,2020,,
63,1127,Road House,Jul-18,"8,469.55","6,775.65",,,2020,,
64,1127,Road House,Aug-18,"6,293.95","5,035.15",,,2020,,
65,1127,Road House,Sep-18,"3,145.00","2,516.00","54,469.50","43,575.60",2020,,
66,1127,Road House,Oct-18,"2,367.00","1,893.60",,,2020,,
67,1127,Road House,Nov-18,"3,841.35","3,073.10",,,2020,,
68,1127,Road House,Dec-18,"6,408.00","5,126.40",,,2020,,
69,1127,Road House,Jan-19,"1,372.00","1,097.60",,,2020,,
70,1127,Road House,Feb-19,"9,119.45","7,295.55",,,2020,,
71,1127,Road House,Mar-19,"-9,379.55","7,480.80",,,2020,,
72,1127,Road House,May-19,"7,355.00","5,884.00",,,2020,,
73,1127,Road House,Jun-19,"3,639.70","2,995.50",,,2020,,
74,1127,Road House,Jul-19,,,,,2020,,
75,1127,Road House,Aug-19,21,229.10,1,928.80,2020,,
76,1127,Road House,Sep-19,-287.00,863.45,"45,665.05","37,638.80",2020,,
77,1127,Road House,Oct-19,"1,810.00","1,448.00",,,2020,,
78,1127,Road House,Nov-19,65.00,52.00,,,2020,,
79,1127,Road House,Dec-19,853.00,682.40,,,2020,,
80,1127,Road House,Jan-20,"1,453.00","1,162.40",,,2020,,
81,1127,Road House,Feb-20,825.00,660.00,,,2020,,
82,1127,Road House,"Mar-20 Apr-20
May-20","399.25
-","319.40
-",,,2020,,
83,1127,Road House,Jun-20,,,,,2020,,
84,1127,Road House,Jul-20,"4,244.00","3,395.20",,,2020,,
85,1127,Road House,Aug-20,"2,505.00","2,004.00",,,2020,,
86,1127,Road House,Sep-20,"1,685.00","1,348.00","13,839.25","11,071.40",2020,,
87,1097,Schwab BC,Oct-13,"6,180.69","4,958.00",,,2020,,
88,1097,Schwab BC,Nov-13,"5,129.75","4,103.80",,,2020,,
89,1097,Schwab BC,Dec-13,146.85,117.50,,,2020,,
90,1097,Schwab BC,Jan-14,"5,289.73","4,004.00",,,2020,,
91,1097,Schwab BC,Feb-14,"3,041.00","2,432.80",,,2020,,
92,1097,Schwab BC,Mar-14,"8,440.00","6,752.00",,,2020,,
93,1097,Schwab BC,Apr-14,"6,883.00","5,506.40",,,2020,,
94,1097,Schwab BC,May-14,"9,080.00","7,264.00",,,2020,,
95,1097,Schwab BC,Jun-14,-599.15,588.30,,,2020,,
96,1097,Schwab BC,Jul-14,"3,805.95","1,977.15",,,2020,,
97,1097,Schwab BC,Aug-14,"5,700.00","4,560.00",,,2020,,
98,1097,Schwab BC,Sep-14,"4,624.20","3,699.35","57,722.02","45,963.30",2020,,
99,1097,Schwab BC,Oct-14,"1,568.00","1,254.40",,,2020,,
100,1097,Schwab BC,Nov-14,"4,708.60","3,766.90",,,2020,,
101,1097,Schwab BC,Dec-14,"1,657.40","1,325.90",,,2020,,
102,1097,Schwab BC,Jan-15,"1,025.20",820.15,,,2020,,
103,1097,Schwab BC,Feb-15,"3,208.00","2,566.40",,,2020,,
104,1097,Schwab BC,Mar-15,"2,144.95","1,715.95",,,2020,,
105,1097,Schwab BC,Apr-15,"2,960.00","2,368.00",,,2020,,
106,1097,Schwab BC,May-15,,,,,2020,,
107,1097,Schwab BC,Jun-15,"5,248.30","4,198.65",,,2020,,
108,1097,Schwab BC,Jul-15,"1,337.00","1,069.60",,,2020,,
109,1097,Schwab BC,Aug-15,"2,432.80","1,946.25",,,2020,,
110,1097,Schwab BC,Sep-15,,,"26,290.25","21,032.20",2020,,
111,2394,Beach Head,Oct-13,"14,667.81","12,152.45",,,2020,,
112,2394,Beach Head,Nov-13,"12,430.25","9,944.20",,,2020,,
113,2394,Beach Head,Dec-13,"31,218.75","24,975.00",,,2020,,
114,2394,Beach Head,Jan-14,"37,935.14","25,827.55",,,2020,,
115,2394,Beach Head,Feb-14,"17,453.90","13,963.15",,,2020,,
116,2394,Beach Head,Mar-14,"21,660.05","17,328.05",,,2020,,
117,2394,Beach Head,Apr-14,"9,157.10","8,374.30",,,2020,,
118,2394,Beach Head,May-14,"35,056.30","26,996.45",,,2020,,
119,2394,Beach Head,Jun-14,"27,320.60","21,856.45",,,2020,,
120,2394,Beach Head,Jul-14,"10,540.30","8,432.25",,,2020,,
121,2394,Beach Head,Aug-14,"21,771.50","18,726.20",,,2020,,
122,2394,Beach Head,Sep-14,"24,952.50","18,653.00","2,64,164.20","2,07,229.05",2020,,
123,2394,Beach Head,Oct-14,"7,804.85","9,256.20",,,2020,,
124,2394,Beach Head,Nov-14,"8,296.20","8,384.85",,,2020,,
125,2394,Beach Head,Dec-14,"22,006.80","12,845.20",,,2020,,
126,2394,Beach Head,Jan-15,"12,004.45","10,924.70",,,2020,,
127,2394,Beach Head,Feb-15,"18,324.85","13,338.75",,,2020,,
128,2394,Beach Head,Mar-15,"11,526.10","9,220.90",,,2020,,
129,2394,Beach Head,Apr-15,"9,893.75","7,915.00",,,2020,,
130,2394,Beach Head,May-15,"14,280.55","11,424.45",,,2020,,
131,2394,Beach Head,Jun-15,"18,915.75","15,132.60",,,2020,,
132,2394,Beach Head,Jul-15,"20,672.30","16,537.85",,,2020,,
133,2394,Beach Head,Aug-15,"15,024.35","12,019.50",,,2020,,
134,2394,Beach Head,Sep-15,"14,573.65","11,658.90","1,73,323.60","1,38,658.90",2020,,
135,2394,Beach Head,Oct-15,"20,490.80","16,392.65",,,2020,,
136,2394,Beach Head,Nov-15,"7,101.55","5,681.25",,,2020,,
137,2394,Beach Head,Dec-15,"20,276.35","16,221.10",,,2020,,
138,2394,Beach Head,Jan-16,"12,439.35","9,951.45",,,2020,,
139,2394,Beach Head,Feb-16,"11,301.50","9,041.20",,,2020,,
140,2394,Beach Head,Mar-16,"13,003.75","10,403.00",,,2020,,
141,2394,Beach Head,Apr-16,"13,636.40","10,909.10",,,2020,,
142,2394,Beach Head,May-16,"4,322.60","3,458.10",,,2020,,
143,2394,Beach Head,Jun-16,"19,510.40","15,608.35",,,2020,,
144,2394,Beach Head,Jul-16,"16,216.65","12,973.30",,,2020,,
145,2394,Beach Head,Aug-16,"11,220.95","8,976.75",,,2020,,
146,2394,Beach Head,Sep-16,"5,416.30","4,333.05","1,54,936.60","1,23,949.30",2020,,
147,2394,Beach Head,Oct-16,"10,089.10","8,071.30",,,2020,,
148,2394,Beach Head,Nov-16,"28,527.15","22,821.70",,,2020,,
149,2394,Beach Head,Dec-16,"16,559.10","13,247.30",,,2020,,
150,2394,Beach Head,Jan-17,"24,005.00","19,204.00",,,2020,,
151,2394,Beach Head,Feb-17,"14,748.25","11,798.60",,,2020,,
152,2394,Beach Head,Mar-17,"12,836.25","10,269.00",,,2020,,
153,2394,Beach Head,Apr-17,"20,462.20","16,369.75",,,2020,,
154,2394,Beach Head,May-17,"15,941.00","12,752.80",,,2020,,
155,2394,Beach Head,Jun-17,"32,239.45","25,791.60",,,2020,,
156,2394,Beach Head,Jul-17,"21,695.35","17,356.25",,,2020,,
157,2394,Beach Head,Aug-17,"14,146.00","11,316.80",,,2020,,
158,2394,Beach Head,Sep-17,"12,585.40","10,068.30","2,23,834.25","1,79,067.40",2020,,
159,2394,Beach Head,Oct-17,"10,680.05","8,544.05",,,2020,,
160,2394,Beach Head,Nov-17,"18,282.90","14,626.35",,,2020,,
161,2394,Beach Head,Dec-17,"12,489.50","9,991.60",,,2020,,
162,2394,Beach Head,Jan-18,"15,501.30","12,401.00",,,2020,,
163,2394,Beach Head,Feb-18,"17,954.50","14,363.60",,,2020,,
164,2394,Beach Head,Mar-18,"12,777.80","10,222.25",,,2020,,
165,2394,Beach Head,Apr-18,"5,966.10","4,772.90",,,2020,,
166,2394,Beach Head,May-18,"11,231.10","8,984.90",,,2020,,
167,2394,Beach Head,Jun-18,"12,014.50","9,611.60",,,2020,,
168,2394,Beach Head,Jul-18,"13,155.75","10,524.60",,,2020,,
169,2394,Beach Head,Aug-18,"1,947.10","1,557.65",,,2020,,
170,2394,Beach Head,Sep-18,"8,962.15","7,169.70","1,40,962.75","1,12,770.20",2020,,
171,2394,Beach Head,Oct-18,"13,447.10","10,757.70",,,2020,,
172,2394,Beach Head,Nov-18,"12,596.15","10,076.90",,,2020,,
173,2394,Beach Head,Dec-18,"12,357.95","9,886.35",,,2020,,
174,2394,Beach Head,Jan-19,"18,802.00","15,041.60",,,2020,,
175,2394,Beach Head,Feb-19,"20,762.00","16,609.60",,,2020,,
176,2394,Beach Head,Mar-19,"2,957.75","7,504.60",,,2020,,
177,2394,Beach Head,Apr-19,"17,396.85","13,917.45",,,2020,,
178,2394,Beach Head,May-19,"25,699.30","20,559.45",,,2020,,
179,2394,Beach Head,Jun-19,"11,141.00","3,774.40",,,2020,,
180,2394,Beach Head,Jul-19,"24,923.85","19,939.10",,,2020,,
181,2394,Beach Head,Aug-19,"6,142.00","4,913.60",,,2020,,
182,2394,Beach Head,Sep-19,"3,527.50","2,822.00","1,69,753.45","1,35,802.75",2020,,
183,2394,Beach Head,Oct-19,"19,162.20","15,329.75",,,2020,,
184,2394,Beach Head,Nov-19,"6,101.00","4,880.80",,,2020,,
185,2394,Beach Head,Dec-19,"21,069.25","16,855.40",,,2020,,
186,2394,Beach Head,Jan-20,"1,341.30","4,071.20",,,2020,,
187,2394,Beach Head,Feb-20,"9,119.10","4,297.10",,,2020,,
188,2394,Beach Head,Mar-20,"12,710.00","10,168.00",,,2020,,
189,2394,Beach Head,"Apr-20
May-20",8.00,6.40,,,2020,,
190,2394,Beach Head,Jun-20,"2,608.15","2,086.50",,,2020,,
191,2394,Beach Head,Jul-20,"3,727.50","2,982.00",,,2020,,
192,2394,Beach Head,Aug-20,"1,547.00","1,237.60",,,2020,,
193,2394,Beach Head,Sep-20,"1,849.00","1,479.20","79,242.50","63,393.95",2020,,
194,2238,Palms,Oct-13,"57,190.08","47,476.85",,,2020,,
195,2238,Palms,Nov-13,"54,715.05","42,425.25",,,2020,,
196,2238,Palms,Dec-13,"75,632.70","60,506.20",,,2020,,
197,2238,Palms,Jan-14,"63,626.65","47,493.00",,,2020,,
198,2238,Palms,Feb-14,"60,378.10","49,599.45",,,2020,,
199,2238,Palms,Mar-14,"58,302.40","45,344.90",,,2020,,
200,2238,Palms,Apr-14,"41,472.95","34,924.40",,,2020,,
201,2238,Palms,May-14,"66,540.76","53,266.90",,,2020,,
202,2238,Palms,Jun-14,"75,015.49","59,554.20",,,2020,,
203,2238,Palms,Jul-14,"67,241.95","52,471.50",,,2020,,
204,2238,Palms,Aug-14,"62,174.10","49,739.30",,,2020,,
205,2238,Palms,Sep-14,"68,412.95","54,730.40","7,50,703.18","5,97,532.35",2020,,
206,2238,Palms,Oct-14,"43,226.75","34,581.40",,,2020,,
207,2238,Palms,Nov-14,"57,463.23","49,085.65",,,2020,,
208,2238,Palms,Dec-14,"83,067.02","63,338.50",,,2020,,
209,2238,Palms,Jan-15,"50,118.30","40,094.65",,,2020,,
210,2238,Palms,Feb-15,"55,515.60","44,412.50",,,2020,,
211,2238,Palms,Mar-15,"49,421.40","39,537.10",,,2020,,
212,2238,Palms,Apr-15,"72,853.80","58,283.05",,,2020,,
213,2238,Palms,May-15,"43,588.55","34,870.85",,,2020,,
214,2238,Palms,Jun-15,"82,653.35","66,122.70",,,2020,,
215,2238,Palms,Jul-15,"65,741.95","52,593.55",,,2020,,
216,2238,Palms,Aug-15,"35,482.55","28,386.00",,,2020,,
217,2238,Palms,Sep-15,"64,961.55","51,969.25","7,04,094.05","5,63,275.20",2020,,
218,2238,Palms,Oct-15,"54,212.55","43,370.05",,,2020,,
219,2238,Palms,Nov-15,"55,085.40","44,068.35",,,2020,,
220,2238,Palms,Dec-15,"69,228.85","55,383.10",,,2020,,
221,2238,Palms,Jan-16,"43,037.95","34,430.35",,,2020,,
222,2238,Palms,Feb-16,"56,174.85","44,939.90",,,2020,,
223,2238,Palms,Mar-16,"40,266.60","32,213.30",,,2020,,
224,2238,Palms,Apr-16,"57,813.25","47,359.00",,,2020,,
225,2238,Palms,May-16,"84,364.00","67,491.25",,,2020,,
226,2238,Palms,Jun-16,"53,972.90","43,178.30",,,2020,,
227,2238,Palms,Jul-16,"53,742.45","42,993.95",,,2020,,
228,2238,Palms,Aug-16,"58,781.90","47,025.50",,,2020,,
229,2238,Palms,Sep-16,"52,303.75","41,843.00","6,78,984.45","5,44,296.05",2020,,
230,2238,Palms,Oct-16,"57,236.65","45,789.30",,,2020,,
231,2238,Palms,Nov-16,"81,461.10","65,168.90",,,2020,,
232,2238,Palms,Dec-16,"40,275.70","32,220.60",,,2020,,
233,2238,Palms,Jan-17,"51,910.05","41,528.05",,,2020,,
234,2238,Palms,Feb-17,"61,218.05","48,974.45",,,2020,,
235,2238,Palms,Mar-17,"64,865.40","51,892.35",,,2020,,
236,2238,Palms,Apr-17,"60,078.45","48,141.50",,,2020,,
237,2238,Palms,May-17,"85,610.50","68,409.65",,,2020,,
238,2238,Palms,Jun-17,"61,723.05","49,378.45",,,2020,,
239,2238,Palms,Jul-17,"40,582.65","32,466.10",,,2020,,
240,2238,Palms,Aug-17,"57,368.95","45,895.15",,,2020,,
241,2238,Palms,Sep-17,"44,352.55","35,482.05","7,06,683.10","5,65,346.55",2020,,
242,2238,Palms,Oct-17,"71,183.45","56,946.75",,,2020,,
243,2238,Palms,Nov-17,"44,480.45","35,584.35",,,2020,,
244,2238,Palms,Dec-17,"41,246.65","32,997.30",,,2020,,
245,2238,Palms,Jan-18,"65,322.40","52,257.90",,,2020,,
246,2238,Palms,Feb-18,"40,157.80","32,126.25",,,2020,,
247,2238,Palms,Mar-18,"50,828.55","40,662.85",,,2020,,
248,2238,Palms,Apr-18,"58,959.45","47,167.55",,,2020,,
249,2238,Palms,May-18,"88,870.20","71,096.20",,,2020,,
250,2238,Palms,Jun-18,"75,208.10","60,166.45",,,2020,,
251,2238,Palms,Jul-18,"38,660.30","30,928.25",,,2020,,
252,2238,Palms,Aug-18,"85,671.55","68,537.25",,,2020,,
253,2238,Palms,Sep-18,"62,313.25","49,850.60","7,22,902.15","5,78,321.70",2020,,
254,2238,Palms,Oct-18,"78,514.20","62,811.35",,,2020,,
255,2238,Palms,Nov-18,"85,348.75","68,279.00",,,2020,,
256,2238,Palms,Dec-18,"41,580.00","33,264.00",,,2020,,
257,2238,Palms,Jan-19,"45,021.58","46,343.70",,,2020,,
258,2238,Palms,Feb-19,"60,779.51","49,526.10",,,2020,,
259,2238,Palms,Mar-19,"39,772.87","33,244.65",,,2020,,
260,2238,Palms,Apr-19,"1,16,985.70","93,588.55",,,2020,,
261,2238,Palms,May-19,"1,03,312.40","82,649.90",,,2020,,
262,2238,Palms,Jun-19,"88,837.79","58,415.00",,,2020,,
263,2238,Palms,Jul-19,"59,623.75","47,699.00",,,2020,,
264,2238,Palms,Aug-19,"44,180.75","35,344.60",,,2020,,
265,2238,Palms,Sep-19,"61,057.25","51,748.00","8,25,014.55","6,62,913.85",2020,,
266,2238,Palms,Oct-19,"71,557.70","54,343.95",,,2020,,
267,2238,Palms,Nov-19,"80,832.60","64,666.10",,,2020,,
268,2238,Palms,Dec-19,"79,397.60","63,518.10",,,2020,,
269,2238,Palms,Jan-20,"63,009.40","53,446.75",,,2020,,
270,2238,Palms,Feb-20,"76,106.30","65,199.60",,,2020,,
271,2238,Palms,Mar-20,"96,776.95","70,067.80",,,2020,,
272,2238,Palms,"Apr-20
May-20","9,865.10","7,892.10",,,2020,,
273,2238,Palms,Jun-20,"43,477.05","34,781.65",,,2020,,
274,2238,Palms,"Jul-20
Aug-20","38,464.35","30,771.45",,,2020,,
275,2238,Palms,Sep-20,"39,743.40","31,794.70","5,99,230.45","4,76,482.20",2020,,
276,3169,Hansen TLF,"Sep-18
Oct-18",,,,,2020,,
277,3169,Hansen TLF,Nov-18,,,,,2020,,
278,3169,Hansen TLF,Dec-18,,,,,2020,,
279,3169,Hansen TLF,Jan-19,,,,,2020,,
280,3169,Hansen TLF,Feb-19,,,,,2020,,
281,3169,Hansen TLF,Mar-19,,,,,2020,,
282,3169,Hansen TLF,Apr-19,,,,,2020,,
283,3169,Hansen TLF,May-19,,,,,2020,,
284,3169,Hansen TLF,Jun-19,,,,,2020,,
285,3169,Hansen TLF,Jul-19,,,,,2020,,
286,3169,Hansen TLF,Aug-19,,,,,2020,,
287,3169,Hansen TLF,Sep-19,1029.3,823.45,"1,029.30",823.45,2020,,
288,3169,Hansen TLF,"Oct-19
Nov-19","2,437.20","1,949.75",,,2020,,
289,3169,Hansen TLF,Dec-19,"3,472.05","2,777.65",,,2020,,
290,3169,Hansen TLF,Jan-20,"1,249.00",999.20,,,2020,,
291,3169,Hansen TLF,Feb-20,946.00,756.80,,,2020,,
292,3169,Hansen TLF,"Mar-20 Apr-20
May-20","4,095.00
-","3,276.00
-",,,2020,,
293,3169,Hansen TLF,Jun-20,,,,,2020,,
294,3169,Hansen TLF,"Jul-20
Aug-20","3,651.00","2,920.80",,,2020,,
295,3169,Hansen TLF,Sep-20,,,"15,850.25","12,680.20",2020,,
296,1105,Hashmarks,Oct-13,"63,259.14","49,737.45",,,2020,,
297,1105,Hashmarks,Nov-13,"36,886.70","29,509.35",,,2020,,
298,1105,Hashmarks,Dec-13,"47,664.55","38,131.65",,,2020,,
299,1105,Hashmarks,Jan-14,"50,167.63","39,509.20",,,2020,,
300,1105,Hashmarks,Feb-14,"29,882.35","30,328.30",,,2020,,
301,1105,Hashmarks,Mar-14,"42,893.70","27,892.55",,,2020,,
302,1105,Hashmarks,Apr-14,"33,502.30","26,801.85",,,2020,,
303,1105,Hashmarks,May-14,"74,135.50","60,429.25",,,2020,,
304,1105,Hashmarks,Jun-14,"40,724.75","31,459.00",,,2020,,
305,1105,Hashmarks,Jul-14,"37,206.00","29,764.80",,,2020,,
306,1105,Hashmarks,Aug-14,"30,079.70","26,234.80",,,2020,,
307,1105,Hashmarks,Sep-14,"45,806.65","34,474.30","5,32,208.97","4,24,272.50",2020,,
308,1105,Hashmarks,Oct-14,"92,996.25","74,397.00",,,2020,,
309,1105,Hashmarks,Nov-14,"55,001.95","44,991.60",,,2020,,
310,1105,Hashmarks,Dec-14,"58,138.65","45,520.95",,,2020,,
311,1105,Hashmarks,Jan-15,"33,498.55","26,798.85",,,2020,,
312,1105,Hashmarks,Feb-15,"62,035.75","49,628.60",,,2020,,
313,1105,Hashmarks,Mar-15,"47,798.80","38,239.05",,,2020,,
314,1105,Hashmarks,Apr-15,"55,716.40","44,573.10",,,2020,,
315,1105,Hashmarks,May-15,"27,379.45","21,903.55",,,2020,,
316,1105,Hashmarks,Jun-15,"47,842.70","38,274.15",,,2020,,
317,1105,Hashmarks,Jul-15,"31,747.00","25,397.60",,,2020,,
318,1105,Hashmarks,Aug-15,"44,131.85","35,305.45",,,2020,,
319,1105,Hashmarks,Sep-15,"35,665.20","28,532.15","5,91,952.55","4,73,562.05",2020,,
320,1105,Hashmarks,Oct-15,"28,600.15","22,880.10",,,2020,,
321,1105,Hashmarks,Nov-15,"35,578.85","28,463.10",,,2020,,
322,1105,Hashmarks,Dec-15,"62,398.75","49,919.00",,,2020,,
323,1105,Hashmarks,Jan-16,"53,110.35","42,488.30",,,2020,,
324,1105,Hashmarks,Feb-16,"14,177.45","11,341.95",,,2020,,
325,1105,Hashmarks,Mar-16,"48,763.20","39,010.55",,,2020,,
326,1105,Hashmarks,Apr-16,"51,781.80","41,425.45",,,2020,,
327,1105,Hashmarks,May-16,"54,015.35","43,212.25",,,2020,,
328,1105,Hashmarks,Jun-16,"74,269.05","59,415.25",,,2020,,
329,1105,Hashmarks,Jul-16,"54,992.50","43,994.00",,,2020,,
330,1105,Hashmarks,Aug-16,"49,898.95","39,919.15",,,2020,,
331,1105,Hashmarks,"Sep-16 Oct-16 Nov-16
Dec-16","39,445.75
51,149.75","31,556.60
40,919.80","5,67,032.15","4,53,625.70",2020,,
332,1105,Hashmarks,Jan-17,"32,500.05","26,000.00",,,2020,,
333,1105,Hashmarks,Feb-17,"40,012.75","32,010.20",,,2020,,
334,1105,Hashmarks,Mar-17,"60,901.70","48,721.35",,,2020,,
335,1105,Hashmarks,Apr-17,"44,683.45","35,746.75",,,2020,,
336,1105,Hashmarks,May-17,"38,767.55","31,014.05",,,2020,,
337,1105,Hashmarks,Jun-17,"48,988.15","39,190.50",,,2020,,
338,1105,Hashmarks,Jul-17,"30,122.60","24,098.05",,,2020,,
339,1105,Hashmarks,Aug-17,"41,906.20","33,524.95",,,2020,,
340,1105,Hashmarks,Sep-17,"54,739.15","43,791.30","4,43,771.35","3,55,016.95",2020,,
341,1105,Hashmarks,Oct-17,"22,605.75","18,084.60",,,2020,,
342,1105,Hashmarks,Nov-17,"42,069.20","33,655.35",,,2020,,
343,1105,Hashmarks,Dec-17,"49,937.50","39,950.00",,,2020,,
344,1105,Hashmarks,Jan-18,"27,337.15","21,869.70",,,2020,,
345,1105,Hashmarks,Feb-18,"58,531.65","46,825.30",,,2020,,
346,1105,Hashmarks,Mar-18,"64,470.10","51,576.05",,,2020,,
347,1105,Hashmarks,Apr-18,"48,581.90","38,865.55",,,2020,,
348,1105,Hashmarks,May-18,"33,997.40","27,197.95",,,2020,,
349,1105,Hashmarks,Jun-18,"42,932.20","34,345.75",,,2020,,
350,1105,Hashmarks,Jul-18,"11,936.65","9,549.30",,,2020,,
351,1105,Hashmarks,Aug-18,"24,119.80","19,295.85",,,2020,,
352,1105,Hashmarks,Sep-18,"16,373.15","13,098.50","4,42,892.45","3,54,313.90",2020,,
353,1105,Hashmarks,Oct-18,"22,272.40","17,817.90",,,2020,,
354,1105,Hashmarks,Nov-18,"3,087.85","2,470.30",,,2020,,
355,1105,Hashmarks,Dec-18,"7,024.00","5,619.20",,,2020,,
356,1105,Hashmarks,Jan-19,"11,222.55","8,978.05",,,2020,,
357,1105,Hashmarks,Feb-19,"34,768.60","27,814.90",,,2020,,
358,1105,Hashmarks,Mar-19,"49,238.35","39,390.70",,,2020,,
359,1105,Hashmarks,Apr-19,"29,907.90","23,926.30",,,2020,,
360,1105,Hashmarks,May-19,"16,394.85","13,115.90",,,2020,,
361,1105,Hashmarks,Jun-19,"13,635.10","15,343.50",,,2020,,
362,1105,Hashmarks,Jul-19,"30,928.50","20,307.35",,,2020,,
363,1105,Hashmarks,Aug-19,"19,066.65","15,253.30",,,2020,,
364,1105,Hashmarks,Sep-19,"14,112.75","11,290.20","2,51,659.50","2,01,327.60",2020,,
365,1105,Hashmarks,Oct-19,"14,302.00","11,441.60",,,2020,,
366,1105,Hashmarks,Nov-19,"13,667.95","10,934.35",,,2020,,
367,1105,Hashmarks,Dec-19,"6,907.20","5,525.75",,,2020,,
368,1105,Hashmarks,Jan-20,"8,298.85","6,639.10",,,2020,,
369,1105,Hashmarks,Feb-20,664.15,531.30,,,2020,,
370,1105,Hashmarks,Mar-20,"2,044.30","2,607.10",,,2020,,
371,1105,Hashmarks,"Apr-20
May-20","11,555.95","8,273.10",,,2020,,
372,1105,Hashmarks,"Jun-20
Jul-20","5,199.50","4,159.60",,,2020,,
373,1105,Hashmarks,Aug-20,,,,,2020,,
374,1105,Hashmarks,Sep-20,"7,341.50","5,873.20","69,981.40","55,985.10",2020,,
375,1107,Courtney BC,Oct-13,"17,715.64","14,440.00",,,2020,,
376,1107,Courtney BC,Nov-13,"17,167.15","13,733.75",,,2020,,
377,1107,Courtney BC,Dec-13,"29,661.20","24,950.80",,,2020,,
378,1107,Courtney BC,Jan-14,"30,880.98","22,771.20",,,2020,,
